name,email,phone,address,gender,qualification,experience_years,rating,fees_inr,success_rate,position,img_url,legal_issues
Ekaraj Nagarajan,senjeremiah@example.org,03589930330,"H.No. 174, Warrior Path, Amroha 311963",other,Senior Advocate,30,3.71,15223,0.63,Consultant,https://randomuser.me/api/portraits/women/74.jpg,FIR_denial|harassment|consumer_rights
Jeevika Luthra,yatinchar@example.com,+910513327436,"H.No. 836, Kurian Zila, Sonipat-490153",female,Senior Advocate,26,4.53,2926,0.5,Legal Advisor,https://randomuser.me/api/portraits/women/85.jpg,property_dispute
Ayush Char,karpechatura@example.com,4316741358,"H.No. 87, Sha Path, Jamalpur 818181",other,PhD in Law,20,3.45,19077,0.92,Senior Lawyer,https://randomuser.me/api/portraits/women/13.jpg,property_dispute|labor_rights_violation|child_custody
Nathaniel Desai,irya23@example.net,09246205008,"77/67, Basak Ganj, Ambala 681563",female,Senior Advocate,14,4.13,9479,0.6,Senior Lawyer,https://randomuser.me/api/portraits/women/39.jpg,consumer_rights|rent_eviction
Wriddhish Mahajan,arjun57@example.org,+919366441227,"89/98, Ramachandran Circle, Surat 623247",female,PhD in Law,35,4.78,2317,0.86,Associate Lawyer,https://randomuser.me/api/portraits/women/69.jpg,dowry|consumer_rights
Bhavika Kari,sarthak23@example.com,9485572065,"H.No. 438, Kapadia Nagar, Kharagpur-089087",male,LLB,40,4.31,11805,0.7,Senior Lawyer,https://randomuser.me/api/portraits/men/51.jpg,bribery_corruption|property_dispute|consumer_rights
Kashvi Sathe,vanyakata@example.org,05483856162,"00/791, Virk Ganj, Dehradun-222197",other,Advocate,10,3.89,14575,0.8,Consultant,https://randomuser.me/api/portraits/women/70.jpg,workplace_discrimination|bribery_corruption
Sachi Ram,mayakala@example.net,08530423919,"54/122, Doctor Marg, Firozabad-039324",other,Senior Advocate,28,3.56,19214,0.97,Senior Lawyer,https://randomuser.me/api/portraits/women/24.jpg,labor_rights_violation|cyber_bullying|rent_eviction
Yauvani Dora,ckeer@example.org,+915101157401,"23, Grewal Nagar, Navi Mumbai 437674",other,Senior Advocate,12,3.93,14998,0.52,Senior Lawyer,https://randomuser.me/api/portraits/women/9.jpg,harassment|bribery_corruption|dowry
Chasmum Lalla,shanandrew@example.com,00507999182,"25, Upadhyay Street, Hazaribagh-360659",female,LLM,31,3.35,2401,0.62,Partner,https://randomuser.me/api/portraits/women/40.jpg,rent_eviction
Ridhi Dugar,sulepriya@example.com,4950086402,"85, Dhar Path, South Dumdum-621766",male,Advocate,35,4.55,7429,0.96,Associate Lawyer,https://randomuser.me/api/portraits/men/89.jpg,consumer_rights
Vanya Nazareth,ndhar@example.com,09924956616,"69/39, Morar, Bhilai-948694",male,LLM,24,3.5,4708,0.92,Legal Advisor,https://randomuser.me/api/portraits/men/91.jpg,dowry|bribery_corruption|cyber_bullying
Gauri Dubey,nagyedhitha@example.com,+914130249895,"96/714, Dhar Chowk, Rajahmundry-526741",male,Senior Advocate,37,3.29,11006,0.76,Senior Lawyer,https://randomuser.me/api/portraits/men/96.jpg,domestic_violence|bribery_corruption|cyber_bullying
Wazir Srinivas,krishnabawa@example.com,0271919833,"H.No. 269, Vala Chowk, Guntur 495809",female,PhD in Law,14,4.58,8357,0.95,Senior Lawyer,https://randomuser.me/api/portraits/women/94.jpg,cyber_bullying
Akshay Balakrishnan,nminhas@example.net,02346006662,"H.No. 71, Sur Street, Karaikudi-603768",female,LLB,28,3.08,14208,0.7,Partner,https://randomuser.me/api/portraits/women/5.jpg,cyber_bullying|harassment|bribery_corruption
Aditya Devan,xnarula@example.net,00900747934,"08/56, Varty, Serampore 184463",female,Advocate,39,4.82,10488,0.69,Legal Advisor,https://randomuser.me/api/portraits/women/64.jpg,rent_eviction
Meera Sani,brout@example.org,+915442162606,"57/982, Bhatnagar Chowk, Rampur 084549",female,Senior Advocate,17,3.38,6478,0.54,Consultant,https://randomuser.me/api/portraits/women/57.jpg,dowry
Garima Varkey,praneelmand@example.net,+919750674909,"89/146, Datta Zila, Kolhapur-955000",male,LLM,11,4.07,9645,0.52,Associate Lawyer,https://randomuser.me/api/portraits/men/42.jpg,domestic_violence
Ekapad Ray,yastitoor@example.net,+919425629565,"87/534, Chowdhury Chowk, Salem 418528",other,LLB,18,4.59,9308,0.52,Senior Lawyer,https://randomuser.me/api/portraits/women/29.jpg,labor_rights_violation|domestic_violence|harassment
Nandini Gour,ddasgupta@example.org,02246412304,"57/38, Sibal Zila, Gopalpur 839944",other,LLM,4,3.48,19290,0.79,Associate Lawyer,https://randomuser.me/api/portraits/women/43.jpg,labor_rights_violation|workplace_discrimination|cyber_bullying
Charvi Savant,shroffmichael@example.org,9990027065,"H.No. 20, Kari Chowk, Bhiwandi 265565",other,Advocate,12,4.62,15470,0.87,Senior Lawyer,https://randomuser.me/api/portraits/women/64.jpg,labor_rights_violation
Mahika Verma,geetikaamble@example.com,+918499218098,"74/256, Chand Circle, Singrauli-009986",female,Senior Advocate,25,3.91,5754,0.57,Associate Lawyer,https://randomuser.me/api/portraits/women/57.jpg,harassment|cyber_bullying
Abhimanyu Reddy,soodtanveer@example.org,05280222285,"169, Keer Zila, Belgaum-997941",male,Senior Advocate,15,4.08,15258,0.96,Legal Advisor,https://randomuser.me/api/portraits/men/42.jpg,workplace_discrimination
Kai Prabhu,cvala@example.org,03636488158,"H.No. 95, Kota Ganj, Unnao 860257",other,LLB,38,4.14,5813,0.7,Senior Lawyer,https://randomuser.me/api/portraits/women/73.jpg,cyber_crime
Rachana Lata,bahriria@example.net,7806707246,"93/901, Nath Street, Katni 091936",female,LLM,22,4.02,5113,0.94,Consultant,https://randomuser.me/api/portraits/women/77.jpg,child_custody|property_dispute
Udyati Patla,widisharadhakrishnan@example.com,00476925489,"61/13, Grewal Street, Bidhannagar-057732",male,Senior Advocate,24,4.77,9467,0.81,Associate Lawyer,https://randomuser.me/api/portraits/men/25.jpg,consumer_rights|bribery_corruption
Darpan Tripathi,dpatla@example.com,+915395299724,"H.No. 05, Parikh, Thoothukudi 899164",male,Advocate,8,3.39,19741,0.62,Associate Lawyer,https://randomuser.me/api/portraits/men/31.jpg,dowry|bribery_corruption|domestic_violence
Warjas Randhawa,zansidhaliwal@example.net,+910993336614,"934, Samra Nagar, Firozabad 379613",male,PhD in Law,13,4.97,14022,0.68,Consultant,https://randomuser.me/api/portraits/men/41.jpg,domestic_violence|FIR_denial|cyber_bullying
Jagvi Agarwal,murthygunbir@example.org,03738155746,"840, Shanker Zila, Thoothukudi 494026",other,LLB,1,3.17,12313,0.89,Consultant,https://randomuser.me/api/portraits/women/17.jpg,bribery_corruption
Pranit Lata,bhavini44@example.org,+918844982821,"02/078, Goda Road, Hazaribagh 181649",other,LLB,20,4.76,16671,0.77,Consultant,https://randomuser.me/api/portraits/women/10.jpg,workplace_discrimination
Bhavna Mittal,lavanya73@example.org,03501368623,"403, Sridhar Ganj, Vellore-399527",male,LLB,34,3.27,14181,0.53,Consultant,https://randomuser.me/api/portraits/men/69.jpg,cyber_bullying|rent_eviction|property_dispute
Girindra Garg,psaran@example.org,00310835499,"46/766, Menon Zila, Amravati-341403",female,LLM,29,3.43,13873,0.93,Legal Advisor,https://randomuser.me/api/portraits/women/73.jpg,harassment|cyber_crime|labor_rights_violation
Deepa Bansal,mitalinair@example.org,+919667818110,"575, Lala Chowk, Mahbubnagar-238831",female,LLM,29,4.14,1046,0.97,Senior Lawyer,https://randomuser.me/api/portraits/women/78.jpg,workplace_discrimination
Lipika Chanda,sundaramrachita@example.net,+918840985834,"08/90, Chada Path, Bareilly 750026",male,PhD in Law,27,3.34,1547,0.83,Legal Advisor,https://randomuser.me/api/portraits/men/42.jpg,rent_eviction|dowry
Unnati Arora,kgera@example.net,0762089206,"442, Agrawal Street, Bokaro 963887",female,Senior Advocate,39,4.98,12747,0.51,Associate Lawyer,https://randomuser.me/api/portraits/women/85.jpg,workplace_discrimination|labor_rights_violation|FIR_denial
Varenya Sami,lsharma@example.net,02182178798,"128, Dalal Ganj, Jorhat 557654",male,PhD in Law,9,4.96,11179,0.71,Consultant,https://randomuser.me/api/portraits/men/3.jpg,domestic_violence|cyber_crime|rent_eviction
Pallavi Pandey,radhika10@example.org,02902119782,"98, Grover Ganj, Baranagar-869299",female,LLM,17,3.08,3919,0.73,Partner,https://randomuser.me/api/portraits/women/85.jpg,child_custody|harassment
Alexander Thakur,ekarajsolanki@example.net,09137553434,"35/66, Shroff Marg, Satna-135091",female,LLM,23,4.39,15133,0.91,Associate Lawyer,https://randomuser.me/api/portraits/women/34.jpg,domestic_violence|consumer_rights
Kala Chhabra,avni20@example.org,+915012246818,"35, Chaudhary Street, Agra-689760",other,LLB,1,4.3,18333,0.58,Associate Lawyer,https://randomuser.me/api/portraits/women/13.jpg,property_dispute
Nitara Goswami,dev92@example.net,6712270692,"72/052, Bhasin Road, Gandhidham-524395",male,PhD in Law,14,4.0,9103,0.88,Senior Lawyer,https://randomuser.me/api/portraits/men/17.jpg,consumer_rights|workplace_discrimination
Amaira Acharya,palanliam@example.org,5474931988,"05/083, Kohli Chowk, Chandigarh-774828",male,LLB,9,3.59,15487,0.51,Senior Lawyer,https://randomuser.me/api/portraits/men/36.jpg,harassment|property_dispute|domestic_violence
Faris Chaudhary,pallaazad@example.org,+918850959598,"10/20, Raman Road, Durgapur-094236",male,PhD in Law,5,3.53,18097,0.81,Consultant,https://randomuser.me/api/portraits/men/11.jpg,cyber_crime
Wishi Keer,leenabhandari@example.net,00805520216,"39/736, Wable Ganj, Dehri-081566",male,LLM,32,3.78,9220,0.58,Senior Lawyer,https://randomuser.me/api/portraits/men/87.jpg,rent_eviction
Vasudha Agate,avidhillon@example.net,02712363550,"41/041, Bedi Marg, Siwan-669542",female,LLB,34,3.86,18417,0.63,Associate Lawyer,https://randomuser.me/api/portraits/women/77.jpg,dowry|labor_rights_violation|FIR_denial
Anay Kumar,baljiwan79@example.net,08677030459,"13, Varkey Zila, Nandyal-322734",female,LLB,9,4.57,3922,0.96,Associate Lawyer,https://randomuser.me/api/portraits/women/8.jpg,dowry
Chatresh Nigam,ishanvichawla@example.org,1573451800,"01, Krishna Nagar, Meerut 404459",other,LLB,8,3.23,18510,0.95,Consultant,https://randomuser.me/api/portraits/women/50.jpg,cyber_crime|property_dispute|labor_rights_violation
Harsh Mangat,vincent40@example.net,+915997848882,"63, Acharya Path, Patiala 180067",other,PhD in Law,15,3.14,12053,0.88,Consultant,https://randomuser.me/api/portraits/women/94.jpg,cyber_bullying
Pratyush Sahni,vanshamander@example.com,03479264623,"314, Mangat Path, Nagpur 987556",male,Advocate,38,4.08,17267,0.91,Consultant,https://randomuser.me/api/portraits/men/63.jpg,child_custody|workplace_discrimination
Wishi Gandhi,banjeet13@example.net,+910130816967,"54/56, Garde Marg, Chandigarh-656914",female,Senior Advocate,35,4.96,1839,0.75,Consultant,https://randomuser.me/api/portraits/women/35.jpg,bribery_corruption
Vedant Prasad,udarsh70@example.org,0105609505,"95/72, More Path, Tadipatri 580441",female,Senior Advocate,32,4.6,15415,0.77,Consultant,https://randomuser.me/api/portraits/women/4.jpg,labor_rights_violation|domestic_violence|harassment
Tanvi Saran,geetika09@example.org,1109861004,"769, Ben Nagar, Ujjain-675225",male,PhD in Law,2,3.71,14753,0.97,Associate Lawyer,https://randomuser.me/api/portraits/men/63.jpg,property_dispute|cyber_bullying
Yuvraj Natt,shankarindira@example.org,+913161329737,"H.No. 69, Yogi Marg, Jodhpur 573429",male,Senior Advocate,30,4.54,14724,0.85,Partner,https://randomuser.me/api/portraits/men/76.jpg,consumer_rights|cyber_bullying|property_dispute
Tanay Bhat,opanchal@example.net,7252280411,"12, Sridhar Chowk, Mathura 178251",other,PhD in Law,35,3.37,7514,0.89,Legal Advisor,https://randomuser.me/api/portraits/women/60.jpg,dowry|FIR_denial|cyber_bullying
Akshay Aurora,fdugal@example.org,+913392963809,"H.No. 99, Tripathi Zila, Bhavnagar 205785",male,PhD in Law,7,3.23,4323,0.5,Consultant,https://randomuser.me/api/portraits/men/59.jpg,cyber_crime
Raghav Reddy,ekanimahal@example.net,1150420132,"63/86, Manda Chowk, Bettiah 393012",female,LLM,28,4.59,2796,0.9,Partner,https://randomuser.me/api/portraits/women/14.jpg,cyber_bullying
Kavya Warrior,christopherbaral@example.org,6912182586,"05/937, Wason Marg, Satara-685942",male,Advocate,23,3.32,9550,0.59,Senior Lawyer,https://randomuser.me/api/portraits/men/25.jpg,labor_rights_violation|cyber_crime|harassment
Panini Rout,lallmitesh@example.org,05597756014,"12/20, Parsa Ganj, Eluru-959461",other,LLM,33,3.84,18649,0.79,Consultant,https://randomuser.me/api/portraits/women/11.jpg,rent_eviction
Zayan Lala,bbahri@example.net,+915691825158,"74/729, Gara Circle, Ulhasnagar 781395",male,LLM,24,3.42,3628,0.68,Consultant,https://randomuser.me/api/portraits/men/44.jpg,child_custody|domestic_violence|harassment
Chaaya Sarma,nisha87@example.net,+915917921087,"843, Vasa Nagar, Ludhiana 201864",other,LLM,39,3.72,17970,0.8,Legal Advisor,https://randomuser.me/api/portraits/women/8.jpg,property_dispute
Gayathri Chacko,ochaudhary@example.com,2980542461,"H.No. 67, Chanda Path, Bokaro-517330",male,PhD in Law,17,3.29,14454,0.91,Senior Lawyer,https://randomuser.me/api/portraits/men/79.jpg,harassment|cyber_bullying|bribery_corruption
Manan Walla,widisha38@example.com,1042576043,"72/875, Goda Road, Karaikudi-300720",other,LLB,22,3.87,19954,0.6,Partner,https://randomuser.me/api/portraits/women/53.jpg,rent_eviction|dowry|cyber_crime
Dipta Shenoy,chauhanbanjeet@example.com,04948670868,"21/80, Krishnamurthy Circle, Berhampore 789214",female,PhD in Law,6,4.53,13525,0.74,Partner,https://randomuser.me/api/portraits/women/96.jpg,property_dispute|dowry
Oni Pai,chamelipalla@example.org,+911360953042,"H.No. 19, Narasimhan, Amroha-261165",other,Senior Advocate,25,3.02,4198,0.82,Consultant,https://randomuser.me/api/portraits/women/8.jpg,bribery_corruption
Nachiket Ganguly,omethan@example.org,5642273262,"H.No. 57, Bansal Ganj, Raiganj 064122",female,Senior Advocate,2,3.58,16706,0.59,Senior Lawyer,https://randomuser.me/api/portraits/women/79.jpg,child_custody|rent_eviction
Jhalak Bobal,xsubramanian@example.net,07508087252,"341, Rau Chowk, Rajpur Sonarpur-537650",other,Advocate,31,4.53,3206,0.51,Consultant,https://randomuser.me/api/portraits/women/56.jpg,cyber_crime
Rishi Dave,fchatterjee@example.org,08218904265,"60/57, Deshpande Road, Belgaum-641415",female,Senior Advocate,13,3.35,11279,0.61,Consultant,https://randomuser.me/api/portraits/women/12.jpg,property_dispute|FIR_denial
Baghyawati Kala,unni52@example.org,00804132213,"88, Ahuja Path, Muzaffarnagar-404375",other,PhD in Law,31,4.29,16260,0.8,Associate Lawyer,https://randomuser.me/api/portraits/women/41.jpg,cyber_crime
Abdul Sen,nmammen@example.net,03484981129,"027, Borde Chowk, South Dumdum-434468",female,LLB,12,4.5,19522,0.85,Senior Lawyer,https://randomuser.me/api/portraits/women/4.jpg,dowry
Qasim Nanda,kalpitmukhopadhyay@example.net,6805361172,"H.No. 470, Shere Street, Mahbubnagar 148357",other,PhD in Law,25,3.14,13321,0.81,Partner,https://randomuser.me/api/portraits/women/29.jpg,workplace_discrimination|property_dispute
Krishna Dixit,modirishi@example.com,+914717248597,"42/60, Jha Road, Purnia 207932",other,Advocate,39,4.58,10599,0.75,Partner,https://randomuser.me/api/portraits/women/71.jpg,cyber_bullying|property_dispute
Victor Bali,chaman13@example.org,8785242026,"H.No. 361, Sarin Chowk, Jalandhar 497953",female,LLM,12,4.12,17330,0.75,Consultant,https://randomuser.me/api/portraits/women/95.jpg,child_custody
Anirudh Mukhopadhyay,usagar@example.com,01465406683,"03, Vyas Zila, Serampore 811302",male,PhD in Law,15,3.76,2444,0.54,Consultant,https://randomuser.me/api/portraits/men/87.jpg,workplace_discrimination|child_custody
Aryan Radhakrishnan,mayabumb@example.org,05523169385,"H.No. 13, Bobal Chowk, Aurangabad 970867",other,Senior Advocate,9,3.73,10677,0.55,Legal Advisor,https://randomuser.me/api/portraits/women/50.jpg,dowry
Owen Gole,ranbirsandhu@example.net,+919484581079,"08/56, Mistry Marg, Saharanpur 733213",other,LLB,21,3.96,5186,0.74,Consultant,https://randomuser.me/api/portraits/women/12.jpg,dowry
Chasmum Ravel,patrickravi@example.com,+917111368714,"73/716, Tank Street, Kolkata-234757",female,LLM,18,3.94,12719,0.68,Partner,https://randomuser.me/api/portraits/women/2.jpg,domestic_violence
Wakeeta Peri,shravyasami@example.org,7889288137,"H.No. 44, Bumb Ganj, Gudivada 778672",male,Advocate,26,4.67,18575,0.68,Senior Lawyer,https://randomuser.me/api/portraits/men/43.jpg,rent_eviction|cyber_crime|cyber_bullying
Niharika Ranganathan,nrai@example.org,00378119451,"06, Shere, Silchar-294153",other,LLM,8,4.46,16345,1.0,Partner,https://randomuser.me/api/portraits/women/47.jpg,FIR_denial
Upkaar Nigam,niharika64@example.org,5053654203,"84/86, Dua, Ludhiana-584053",male,LLM,13,4.36,19717,0.63,Senior Lawyer,https://randomuser.me/api/portraits/men/12.jpg,FIR_denial|labor_rights_violation|dowry
Lopa Sami,watika41@example.org,00313882830,"835, Devi Circle, North Dumdum-063531",other,PhD in Law,33,3.07,7232,0.95,Legal Advisor,https://randomuser.me/api/portraits/women/77.jpg,domestic_violence|cyber_bullying
Ekalinga Dada,joshiekaja@example.org,+913024319675,"54, Baral Marg, Sri Ganganagar-429996",other,LLB,19,4.99,16713,0.54,Legal Advisor,https://randomuser.me/api/portraits/women/83.jpg,bribery_corruption
Yashica Salvi,krishwarda@example.org,+913331075472,"H.No. 95, Nagy Circle, Noida-485560",female,Senior Advocate,27,4.15,8053,0.71,Partner,https://randomuser.me/api/portraits/women/97.jpg,bribery_corruption|child_custody
Jeet Deo,arout@example.com,04093922125,"H.No. 820, Bose Street, Anand 308588",other,Advocate,1,4.41,19776,0.63,Consultant,https://randomuser.me/api/portraits/women/64.jpg,cyber_bullying|FIR_denial|domestic_violence
Max Tara,qbrar@example.org,+917974047203,"H.No. 878, Prakash Path, Naihati 959579",male,PhD in Law,19,3.58,14474,0.87,Senior Lawyer,https://randomuser.me/api/portraits/men/51.jpg,cyber_crime|child_custody
Hredhaan Srivastava,chandani18@example.org,+911249238321,"39/302, Kapoor, Berhampore-416067",male,Senior Advocate,23,3.53,18902,0.78,Partner,https://randomuser.me/api/portraits/men/9.jpg,harassment|domestic_violence|bribery_corruption
Kamala Sarma,jalsasahni@example.com,+917656821518,"14/71, Choudhry, Bulandshahr 951273",other,LLB,30,4.52,18332,0.78,Legal Advisor,https://randomuser.me/api/portraits/women/62.jpg,cyber_crime|cyber_bullying
Upkaar Bajaj,hredhaan75@example.com,8606234249,"H.No. 273, Subramanian Zila, Agra 259609",other,LLB,11,4.08,8042,0.72,Consultant,https://randomuser.me/api/portraits/women/27.jpg,FIR_denial|consumer_rights
Hitesh Nath,liam04@example.org,07714760000,"H.No. 243, Dubey Chowk, Kozhikode-985007",other,Advocate,15,3.92,11658,0.86,Partner,https://randomuser.me/api/portraits/women/94.jpg,property_dispute|harassment
Avi Natt,chandlavanya@example.net,05329151827,"00, Tiwari Ganj, Bokaro-715780",male,LLB,9,4.8,10420,0.57,Senior Lawyer,https://randomuser.me/api/portraits/men/2.jpg,harassment|workplace_discrimination|dowry
